# t,Ex,Ey
0.000000e+00,0.000000e+00,-1.000000e+00
5.000000e-08,3.090170e-01,-9.510565e-01
1.000000e-07,5.877853e-01,-8.090170e-01
1.500000e-07,8.090170e-01,-5.877853e-01
2.000000e-07,9.510565e-01,-3.090170e-01
2.500000e-07,1.000000e+00,-2.220446e-16
3.000000e-07,9.510565e-01,3.090170e-01
3.500000e-07,8.090170e-01,5.877853e-01
4.000000e-07,5.877853e-01,8.090170e-01
4.500000e-07,3.090170e-01,9.510565e-01
5.000000e-07,5.665539e-16,1.000000e+00
5.500000e-07,-3.090170e-01,9.510565e-01
6.000000e-07,-5.877853e-01,8.090170e-01
6.500000e-07,-8.090170e-01,5.877853e-01
7.000000e-07,-9.510565e-01,3.090170e-01
7.500000e-07,-1.000000e+00,1.224647e-16
8.000000e-07,-9.510565e-01,-3.090170e-01
8.500000e-07,-8.090170e-01,-5.877853e-01
9.000000e-07,-5.877853e-01,-8.090170e-01
9.500000e-07,-3.090170e-01,-9.510565e-01
1.000000e-06,-1.133108e-15,-1.000000e+00
1.050000e-06,3.090170e-01,-9.510565e-01
1.100000e-06,5.877853e-01,-8.090170e-01
1.150000e-06,8.090170e-01,-5.877853e-01
1.200000e-06,9.510565e-01,-3.090170e-01
1.250000e-06,1.000000e+00,-1.133108e-15
1.300000e-06,9.510565e-01,3.090170e-01
1.350000e-06,8.090170e-01,5.877853e-01
1.400000e-06,5.877853e-01,8.090170e-01
1.450000e-06,3.090170e-01,9.510565e-01
1.500000e-06,3.673940e-16,1.000000e+00
1.550000e-06,-3.090170e-01,9.510565e-01
1.600000e-06,-5.877853e-01,8.090170e-01
1.650000e-06,-8.090170e-01,5.877853e-01
1.700000e-06,-9.510565e-01,3.090170e-01
1.750000e-06,-1.000000e+00,3.673940e-16
1.800000e-06,-9.510565e-01,-3.090170e-01
1.850000e-06,-8.090170e-01,-5.877853e-01
1.900000e-06,-5.877853e-01,-8.090170e-01
1.950000e-06,-3.090170e-01,-9.510565e-01
2.000000e-06,-2.266216e-15,-1.000000e+00
2.050000e-06,3.090170e-01,-9.510565e-01
2.100000e-06,5.877853e-01,-8.090170e-01
2.150000e-06,8.090170e-01,-5.877853e-01
2.200000e-06,9.510565e-01,-3.090170e-01
2.250000e-06,1.000000e+00,-4.898587e-16
2.300000e-06,9.510565e-01,3.090170e-01
2.350000e-06,8.090170e-01,5.877853e-01
2.400000e-06,5.877853e-01,8.090170e-01
2.450000e-06,3.090170e-01,9.510565e-01
2.500000e-06,2.388680e-15,1.000000e+00
2.550000e-06,-3.090170e-01,9.510565e-01
2.600000e-06,-5.877853e-01,8.090170e-01
2.650000e-06,-8.090170e-01,5.877853e-01
2.700000e-06,-9.510565e-01,3.090170e-01
2.750000e-06,-1.000000e+00,2.388680e-15
2.800000e-06,-9.510565e-01,-3.090170e-01
2.850000e-06,-8.090170e-01,-5.877853e-01
2.900000e-06,-5.877853e-01,-8.090170e-01
2.950000e-06,-3.090170e-01,-9.510565e-01
3.000000e-06,-7.347881e-16,-1.000000e+00
3.050000e-06,3.090170e-01,-9.510565e-01
3.100000e-06,5.877853e-01,-8.090170e-01
3.150000e-06,8.090170e-01,-5.877853e-01
3.200000e-06,9.510565e-01,-3.090170e-01
3.250000e-06,1.000000e+00,-7.347881e-16
3.300000e-06,9.510565e-01,3.090170e-01
3.350000e-06,8.090170e-01,5.877853e-01
3.400000e-06,5.877853e-01,8.090170e-01
3.450000e-06,3.090170e-01,9.510565e-01
3.500000e-06,8.572528e-16,1.000000e+00
3.550000e-06,-3.090170e-01,9.510565e-01
3.600000e-06,-5.877853e-01,8.090170e-01
3.650000e-06,-8.090170e-01,5.877853e-01
3.700000e-06,-9.510565e-01,3.090170e-01
3.750000e-06,-1.000000e+00,4.409966e-15
3.800000e-06,-9.510565e-01,-3.090170e-01
3.850000e-06,-8.090170e-01,-5.877853e-01
3.900000e-06,-5.877853e-01,-8.090170e-01
3.950000e-06,-3.090170e-01,-9.510565e-01
4.000000e-06,-4.532431e-15,-1.000000e+00
4.050000e-06,3.090170e-01,-9.510565e-01
4.100000e-06,5.877853e-01,-8.090170e-01
4.150000e-06,8.090170e-01,-5.877853e-01
4.200000e-06,9.510565e-01,-3.090170e-01
4.250000e-06,1.000000e+00,-9.797174e-16
4.300000e-06,9.510565e-01,3.090170e-01
4.350000e-06,8.090170e-01,5.877853e-01
4.400000e-06,5.877853e-01,8.090170e-01
4.450000e-06,3.090170e-01,9.510565e-01
4.500000e-06,1.102182e-15,1.000000e+00
4.550000e-06,-3.090170e-01,9.510565e-01
4.600000e-06,-5.877853e-01,8.090170e-01
4.650000e-06,-8.090170e-01,5.877853e-01
4.700000e-06,-9.510565e-01,3.090170e-01
4.750000e-06,-1.000000e+00,4.654896e-15
4.800000e-06,-9.510565e-01,-3.090170e-01
4.850000e-06,-8.090170e-01,-5.877853e-01
4.900000e-06,-5.877853e-01,-8.090170e-01
4.950000e-06,-3.090170e-01,-9.510565e-01
5.000000e-06,-4.777360e-15,-1.000000e+00
5.050000e-06,3.090170e-01,-9.510565e-01
5.100000e-06,5.877853e-01,-8.090170e-01
5.150000e-06,8.090170e-01,-5.877853e-01
5.200000e-06,9.510565e-01,-3.090170e-01
5.250000e-06,1.000000e+00,-8.330074e-15
5.300000e-06,9.510565e-01,3.090170e-01
5.350000e-06,8.090170e-01,5.877853e-01
5.400000e-06,5.877853e-01,8.090170e-01
5.450000e-06,3.090170e-01,9.510565e-01
5.500000e-06,4.899825e-15,1.000000e+00
5.550000e-06,-3.090170e-01,9.510565e-01
5.600000e-06,-5.877853e-01,8.090170e-01
5.650000e-06,-8.090170e-01,5.877853e-01
5.700000e-06,-9.510565e-01,3.090170e-01
5.750000e-06,-1.000000e+00,4.899825e-15
5.800000e-06,-9.510565e-01,-3.090170e-01
5.850000e-06,-8.090170e-01,-5.877853e-01
5.900000e-06,-5.877853e-01,-8.090170e-01
5.950000e-06,-3.090170e-01,-9.510565e-01
6.000000e-06,-1.469576e-15,-1.000000e+00
6.050000e-06,3.090170e-01,-9.510565e-01
6.100000e-06,5.877853e-01,-8.090170e-01
6.150000e-06,8.090170e-01,-5.877853e-01
6.200000e-06,9.510565e-01,-3.090170e-01
6.250000e-06,1.000000e+00,-8.575004e-15
6.300000e-06,9.510565e-01,3.090170e-01
6.350000e-06,8.090170e-01,5.877853e-01
6.400000e-06,5.877853e-01,8.090170e-01
6.450000e-06,3.090170e-01,9.510565e-01
6.500000e-06,5.144755e-15,1.000000e+00
6.550000e-06,-3.090170e-01,9.510565e-01
6.600000e-06,-5.877853e-01,8.090170e-01
6.650000e-06,-8.090170e-01,5.877853e-01
6.700000e-06,-9.510565e-01,3.090170e-01
6.750000e-06,-1.000000e+00,5.144755e-15
6.800000e-06,-9.510565e-01,-3.090170e-01
6.850000e-06,-8.090170e-01,-5.877853e-01
6.900000e-06,-5.877853e-01,-8.090170e-01
6.950000e-06,-3.090170e-01,-9.510565e-01
7.000000e-06,-1.714506e-15,-1.000000e+00
