-1.533044e+00,-1.509903e+00,-1.487301e+00,-1.465271e+00,-1.443847e+00,-1.423062e+00,-1.402954e+00,-1.383561e+00,-1.364922e+00,-1.347076e+00,-1.330067e+00,-1.313935e+00,-1.298724e+00,-1.284475e+00,-1.271232e+00,-1.259036e+00,-1.247927e+00,-1.237943e+00,-1.229120e+00,-1.221492e+00,-1.215087e+00,-1.209931e+00,-1.206045e+00,-1.203445e+00,-1.202142e+00,-1.202142e+00,-1.203445e+00,-1.206045e+00,-1.209931e+00,-1.215087e+00,-1.221492e+00,-1.229120e+00,-1.237943e+00,-1.247927e+00,-1.259037e+00,-1.271233e+00,-1.284476e+00,-1.298724e+00,-1.313935e+00,-1.330067e+00,-1.347077e+00,-1.364922e+00,-1.383561e+00,-1.402955e+00,-1.423063e+00,-1.443847e+00,-1.465272e+00,-1.487301e+00,-1.509903e+00,-1.533045e+00
-1.509902e+00,-1.486308e+00,-1.463247e+00,-1.440753e+00,-1.418859e+00,-1.397601e+00,-1.377019e+00,-1.357151e+00,-1.338039e+00,-1.319725e+00,-1.302254e+00,-1.285670e+00,-1.270019e+00,-1.255347e+00,-1.241699e+00,-1.229120e+00,-1.217654e+00,-1.207342e+00,-1.198223e+00,-1.190335e+00,-1.183708e+00,-1.178372e+00,-1.174349e+00,-1.171656e+00,-1.170307e+00,-1.170307e+00,-1.171656e+00,-1.174349e+00,-1.178372e+00,-1.183708e+00,-1.190335e+00,-1.198223e+00,-1.207342e+00,-1.217654e+00,-1.229120e+00,-1.241699e+00,-1.255347e+00,-1.270020e+00,-1.285671e+00,-1.302255e+00,-1.319726e+00,-1.338039e+00,-1.357151e+00,-1.377019e+00,-1.397602e+00,-1.418859e+00,-1.440753e+00,-1.463248e+00,-1.486309e+00,-1.509903e+00
-1.487301e+00,-1.463247e+00,-1.439720e+00,-1.416751e+00,-1.394377e+00,-1.372635e+00,-1.351566e+00,-1.331209e+00,-1.311609e+00,-1.292811e+00,-1.274861e+00,-1.257808e+00,-1.241699e+00,-1.226584e+00,-1.212512e+00,-1.199531e+00,-1.187690e+00,-1.177032e+00,-1.167603e+00,-1.159440e+00,-1.152579e+00,-1.147052e+00,-1.142883e+00,-1.140093e+00,-1.138695e+00,-1.138695e+00,-1.140093e+00,-1.142884e+00,-1.147052e+00,-1.152579e+00,-1.159440e+00,-1.167603e+00,-1.177033e+00,-1.187690e+00,-1.199531e+00,-1.212512e+00,-1.226584e+00,-1.241699e+00,-1.257808e+00,-1.274862e+00,-1.292812e+00,-1.311610e+00,-1.331209e+00,-1.351566e+00,-1.372636e+00,-1.394377e+00,-1.416751e+00,-1.439720e+00,-1.463248e+00,-1.487301e+00
-1.465271e+00,-1.440752e+00,-1.416751e+00,-1.393300e+00,-1.370437e+00,-1.348200e+00,-1.326631e+00,-1.305772e+00,-1.285670e+00,-1.266372e+00,-1.247926e+00,-1.230385e+00,-1.213800e+00,-1.198223e+00,-1.183708e+00,-1.170307e+00,-1.158072e+00,-1.147052e+00,-1.137294e+00,-1.128842e+00,-1.121735e+00,-1.116006e+00,-1.111684e+00,-1.108790e+00,-1.107340e+00,-1.107340e+00,-1.108790e+00,-1.111684e+00,-1.116006e+00,-1.121735e+00,-1.128842e+00,-1.137294e+00,-1.147052e+00,-1.158072e+00,-1.170307e+00,-1.183708e+00,-1.198223e+00,-1.213800e+00,-1.230385e+00,-1.247927e+00,-1.266372e+00,-1.285670e+00,-1.305773e+00,-1.326631e+00,-1.348200e+00,-1.370437e+00,-1.393300e+00,-1.416751e+00,-1.440753e+00,-1.465271e+00
-1.443846e+00,-1.418858e+00,-1.394377e+00,-1.370437e+00,-1.347076e+00,-1.324334e+00,-1.302254e+00,-1.280880e+00,-1.260262e+00,-1.240448e+00,-1.221491e+00,-1.203444e+00,-1.186364e+00,-1.170307e+00,-1.155329e+00,-1.141489e+00,-1.128842e+00,-1.117441e+00,-1.107339e+00,-1.098583e+00,-1.091216e+00,-1.085275e+00,-1.080792e+00,-1.077789e+00,-1.076283e+00,-1.076284e+00,-1.077789e+00,-1.080792e+00,-1.085275e+00,-1.091216e+00,-1.098584e+00,-1.107340e+00,-1.117442e+00,-1.128842e+00,-1.141489e+00,-1.155330e+00,-1.170307e+00,-1.186364e+00,-1.203444e+00,-1.221491e+00,-1.240448e+00,-1.260262e+00,-1.280881e+00,-1.302254e+00,-1.324334e+00,-1.347076e+00,-1.370437e+00,-1.394377e+00,-1.418859e+00,-1.443846e+00
-1.423061e+00,-1.397601e+00,-1.372635e+00,-1.348200e+00,-1.324333e+00,-1.301078e+00,-1.278477e+00,-1.256578e+00,-1.235429e+00,-1.215085e+00,-1.195600e+00,-1.177032e+00,-1.159439e+00,-1.142883e+00,-1.127425e+00,-1.113126e+00,-1.100049e+00,-1.088251e+00,-1.077789e+00,-1.068714e+00,-1.061075e+00,-1.054912e+00,-1.050259e+00,-1.047141e+00,-1.045578e+00,-1.045578e+00,-1.047142e+00,-1.050259e+00,-1.054912e+00,-1.061075e+00,-1.068715e+00,-1.077789e+00,-1.088251e+00,-1.100049e+00,-1.113127e+00,-1.127425e+00,-1.142883e+00,-1.159439e+00,-1.177032e+00,-1.195601e+00,-1.215086e+00,-1.235430e+00,-1.256578e+00,-1.278477e+00,-1.301078e+00,-1.324334e+00,-1.348200e+00,-1.372635e+00,-1.397601e+00,-1.423062e+00
-1.402953e+00,-1.377018e+00,-1.351565e+00,-1.326630e+00,-1.302253e+00,-1.278477e+00,-1.255346e+00,-1.232910e+00,-1.211221e+00,-1.190333e+00,-1.170306e+00,-1.151200e+00,-1.133078e+00,-1.116005e+00,-1.100049e+00,-1.085275e+00,-1.071750e+00,-1.059538e+00,-1.048701e+00,-1.039296e+00,-1.031373e+00,-1.024979e+00,-1.020149e+00,-1.016913e+00,-1.015290e+00,-1.015290e+00,-1.016913e+00,-1.020149e+00,-1.024979e+00,-1.031373e+00,-1.039296e+00,-1.048701e+00,-1.059539e+00,-1.071750e+00,-1.085275e+00,-1.100049e+00,-1.116005e+00,-1.133078e+00,-1.151200e+00,-1.170307e+00,-1.190334e+00,-1.211221e+00,-1.232911e+00,-1.255347e+00,-1.278477e+00,-1.302254e+00,-1.326631e+00,-1.351565e+00,-1.377018e+00,-1.402954e+00
-1.383560e+00,-1.357150e+00,-1.331208e+00,-1.305771e+00,-1.280880e+00,-1.256577e+00,-1.232910e+00,-1.209929e+00,-1.187688e+00,-1.166246e+00,-1.145663e+00,-1.126005e+00,-1.107339e+00,-1.089734e+00,-1.073264e+00,-1.057999e+00,-1.044012e+00,-1.031373e+00,-1.020149e+00,-1.010402e+00,-1.002188e+00,-9.955554e-01,-9.905451e-01,-9.871875e-01,-9.855035e-01,-9.855035e-01,-9.871876e-01,-9.905452e-01,-9.955556e-01,-1.002188e+00,-1.010402e+00,-1.020149e+00,-1.031373e+00,-1.044012e+00,-1.057999e+00,-1.073264e+00,-1.089735e+00,-1.107339e+00,-1.126006e+00,-1.145664e+00,-1.166247e+00,-1.187689e+00,-1.209930e+00,-1.232910e+00,-1.256578e+00,-1.280880e+00,-1.305772e+00,-1.331209e+00,-1.357150e+00,-1.383560e+00
-1.364920e+00,-1.338038e+00,-1.311608e+00,-1.285669e+00,-1.260261e+00,-1.235429e+00,-1.211221e+00,-1.187688e+00,-1.164889e+00,-1.142882e+00,-1.121733e+00,-1.101511e+00,-1.082288e+00,-1.064139e+00,-1.047141e+00,-1.031373e+00,-1.016913e+00,-1.003837e+00,-9.922184e-01,-9.821245e-01,-9.736159e-01,-9.667446e-01,-9.615532e-01,-9.580743e-01,-9.563294e-01,-9.563294e-01,-9.580744e-01,-9.615534e-01,-9.667448e-01,-9.736161e-01,-9.821248e-01,-9.922187e-01,-1.003837e+00,-1.016913e+00,-1.031373e+00,-1.047141e+00,-1.064139e+00,-1.082288e+00,-1.101512e+00,-1.121734e+00,-1.142883e+00,-1.164889e+00,-1.187689e+00,-1.211221e+00,-1.235429e+00,-1.260262e+00,-1.285670e+00,-1.311609e+00,-1.338038e+00,-1.364921e+00
-1.347075e+00,-1.319724e+00,-1.292810e+00,-1.266370e+00,-1.240447e+00,-1.215085e+00,-1.190333e+00,-1.166246e+00,-1.142882e+00,-1.120305e+00,-1.098582e+00,-1.077788e+00,-1.057998e+00,-1.039295e+00,-1.021761e+00,-1.005483e+00,-9.905446e-01,-9.770297e-01,-9.650174e-01,-9.545804e-01,-9.457832e-01,-9.386804e-01,-9.333157e-01,-9.297216e-01,-9.279193e-01,-9.279193e-01,-9.297217e-01,-9.333159e-01,-9.386806e-01,-9.457835e-01,-9.545807e-01,-9.650178e-01,-9.770301e-01,-9.905450e-01,-1.005483e+00,-1.021762e+00,-1.039295e+00,-1.057999e+00,-1.077788e+00,-1.098583e+00,-1.120305e+00,-1.142882e+00,-1.166246e+00,-1.190333e+00,-1.215085e+00,-1.240447e+00,-1.266371e+00,-1.292810e+00,-1.319724e+00,-1.347075e+00
