time_s,force_N
2.650000e-01,1.118925e-05
2.651000e-01,1.052043e-04
2.652000e-01,1.992194e-04
2.653000e-01,1.724268e-04
2.654000e-01,7.841169e-05
2.655000e-01,1.560339e-05
2.656000e-01,1.096185e-04
2.657000e-01,2.036336e-04
2.658000e-01,1.680126e-04
2.659000e-01,7.399755e-05
2.660000e-01,2.001754e-05
2.661000e-01,1.140326e-04
2.662000e-01,2.080477e-04
2.663000e-01,1.635985e-04
2.664000e-01,6.958341e-05
2.665000e-01,2.443168e-05
2.666000e-01,1.184468e-04
2.667000e-01,2.124618e-04
2.668000e-01,1.591844e-04
2.669000e-01,6.516927e-05
2.670000e-01,2.884582e-05
2.671000e-01,1.228609e-04
2.672000e-01,2.168760e-04
2.673000e-01,1.547702e-04
2.674000e-01,6.075512e-05
2.675000e-01,3.325996e-05
2.676000e-01,1.272750e-04
2.677000e-01,2.212901e-04
2.678000e-01,1.503561e-04
2.679000e-01,5.634098e-05
2.680000e-01,3.767411e-05
2.681000e-01,1.316892e-04
2.682000e-01,2.257043e-04
2.683000e-01,1.459419e-04
2.684000e-01,5.192684e-05
2.685000e-01,4.208825e-05
2.686000e-01,1.361033e-04
2.687000e-01,2.301184e-04
2.688000e-01,1.415278e-04
2.689000e-01,4.751269e-05
2.690000e-01,4.650239e-05
2.691000e-01,1.405175e-04
2.692000e-01,2.345326e-04
2.693000e-01,1.371136e-04
2.694000e-01,4.309855e-05
2.695000e-01,5.091653e-05
2.696000e-01,1.449316e-04
2.697000e-01,2.389467e-04
2.698000e-01,1.326995e-04
2.699000e-01,3.868441e-05
2.700000e-01,5.533068e-05
2.701000e-01,1.493458e-04
2.702000e-01,2.433608e-04
2.703000e-01,1.282854e-04
2.704000e-01,3.427027e-05
2.705000e-01,5.974482e-05
2.706000e-01,1.537599e-04
2.707000e-01,2.477750e-04
2.708000e-01,1.238712e-04
2.709000e-01,2.985612e-05
2.710000e-01,6.415896e-05
2.711000e-01,1.581740e-04
2.712000e-01,2.521891e-04
2.713000e-01,1.133736e-04
2.714000e-01,2.544198e-05
2.715000e-01,6.857311e-05
2.716000e-01,1.625882e-04
2.717000e-01,2.377263e-05
2.718000e-01,1.177877e-04
2.719000e-01,2.102784e-05
2.720000e-01,7.298725e-05
2.721000e-01,1.670023e-04
2.722000e-01,2.818678e-05
2.723000e-01,1.222019e-04
2.724000e-01,1.661369e-05
2.725000e-01,7.740139e-05
2.726000e-01,1.714165e-04
2.727000e-01,3.260092e-05
2.728000e-01,1.266160e-04
2.729000e-01,1.219955e-05
2.730000e-01,8.181553e-05
2.731000e-01,1.758306e-04
2.732000e-01,3.701506e-05
2.733000e-01,1.310301e-04
2.734000e-01,7.785409e-06
2.735000e-01,8.622968e-05
2.736000e-01,5.258588e-05
2.737000e-01,4.142921e-05
2.738000e-01,1.354443e-04
2.739000e-01,3.371266e-06
2.740000e-01,9.064382e-05
2.741000e-01,4.817174e-05
2.742000e-01,4.584335e-05
2.743000e-01,1.398584e-04
2.744000e-01,1.042877e-06
2.745000e-01,9.505796e-05
2.746000e-01,4.375759e-05
2.747000e-01,5.025749e-05
2.748000e-01,1.442726e-04
2.749000e-01,5.457020e-06
2.750000e-01,9.947211e-05
2.751000e-01,3.934345e-05
2.752000e-01,5.467163e-05
2.753000e-01,1.486867e-04
2.754000e-01,9.871162e-06
2.755000e-01,1.289444e-04
2.756000e-01,3.492931e-05
2.757000e-01,5.908578e-05
2.758000e-01,1.531009e-04
2.759000e-01,1.428531e-05
2.760000e-01,1.245303e-04
2.761000e-01,3.051517e-05
2.762000e-01,6.349992e-05
2.763000e-01,1.575150e-04
2.764000e-01,1.869945e-05
2.765000e-01,1.201161e-04
2.766000e-01,2.610102e-05
2.767000e-01,6.791406e-05
2.768000e-01,1.619291e-04
2.769000e-01,2.097171e-04
2.770000e-01,1.157020e-04
2.771000e-01,2.168688e-05
2.772000e-01,7.232821e-05
2.773000e-01,1.663433e-04
2.774000e-01,2.053029e-04
2.775000e-01,1.112878e-04
2.776000e-01,1.727274e-05
2.777000e-01,7.674235e-05
2.778000e-01,1.707574e-04
2.779000e-01,2.008888e-04
2.780000e-01,1.068737e-04
2.781000e-01,1.285860e-05
2.782000e-01,8.115649e-05
2.783000e-01,1.751716e-04
2.784000e-01,1.964746e-04
2.785000e-01,1.024595e-04
2.786000e-01,8.444452e-06
2.787000e-01,8.557063e-05
2.788000e-01,1.795857e-04
2.789000e-01,1.920605e-04
2.790000e-01,9.804540e-05
2.791000e-01,4.030310e-06
2.792000e-01,8.998478e-05
2.793000e-01,1.839999e-04
2.794000e-01,1.876463e-04
2.795000e-01,9.363125e-05
2.796000e-01,3.838332e-07
2.797000e-01,9.439892e-05
2.798000e-01,1.884140e-04
2.799000e-01,1.832322e-04
2.800000e-01,8.921711e-05
2.801000e-01,4.797976e-06
2.802000e-01,9.881306e-05
2.803000e-01,1.928281e-04
2.804000e-01,1.788181e-04
2.805000e-01,8.480297e-05
2.806000e-01,9.212119e-06
2.807000e-01,1.032272e-04
2.808000e-01,1.972423e-04
2.809000e-01,1.744039e-04
2.810000e-01,8.038882e-05
2.811000e-01,1.362626e-05
2.812000e-01,1.076413e-04
2.813000e-01,2.016564e-04
2.814000e-01,1.699898e-04
2.815000e-01,7.597468e-05
2.816000e-01,1.804040e-05
2.817000e-01,1.120555e-04
2.818000e-01,2.060706e-04
2.819000e-01,1.655756e-04
2.820000e-01,7.156054e-05
2.821000e-01,2.245455e-05
2.822000e-01,1.164696e-04
2.823000e-01,2.104847e-04
2.824000e-01,1.611615e-04
2.825000e-01,6.714640e-05
2.826000e-01,2.686869e-05
2.827000e-01,1.208838e-04
2.828000e-01,2.148989e-04
2.829000e-01,1.567473e-04
2.830000e-01,6.273225e-05
2.831000e-01,3.128283e-05
2.832000e-01,1.252979e-04
2.833000e-01,2.193130e-04
2.834000e-01,1.523332e-04
2.835000e-01,5.831811e-05
2.836000e-01,3.569698e-05
2.837000e-01,1.297121e-04
2.838000e-01,2.237271e-04
2.839000e-01,1.479191e-04
2.840000e-01,5.390397e-05
2.841000e-01,4.011112e-05
2.842000e-01,1.341262e-04
2.843000e-01,2.281413e-04
2.844000e-01,3.221564e-04
2.845000e-01,4.948982e-05
2.846000e-01,4.452526e-05
2.847000e-01,1.385403e-04
2.848000e-01,2.325554e-04
2.849000e-01,3.265705e-04
2.850000e-01,4.507568e-05
2.851000e-01,4.893940e-05
2.852000e-01,1.429545e-04
2.853000e-01,2.369696e-04
2.854000e-01,9.815402e-05
2.855000e-01,4.066154e-05
2.856000e-01,5.335355e-05
2.857000e-01,1.473686e-04
2.858000e-01,2.413837e-04
2.859000e-01,1.025682e-04
2.860000e-01,3.624740e-05
2.861000e-01,5.776769e-05
2.862000e-01,1.517828e-04
2.863000e-01,2.457979e-04
2.864000e-01,1.069823e-04
2.865000e-01,3.183325e-05
2.866000e-01,6.218183e-05
2.867000e-01,1.561969e-04
2.868000e-01,1.738136e-05
2.869000e-01,1.113964e-04
2.870000e-01,2.741911e-05
2.871000e-01,6.659598e-05
2.872000e-01,1.606111e-04
2.873000e-01,2.179550e-05
2.874000e-01,1.158106e-04
2.875000e-01,2.300497e-05
2.876000e-01,7.101012e-05
2.877000e-01,1.650252e-04
2.878000e-01,2.620965e-05
2.879000e-01,1.202247e-04
2.880000e-01,1.859083e-05
2.881000e-01,7.542426e-05
2.882000e-01,1.694393e-04
2.883000e-01,3.062379e-05
2.884000e-01,1.246389e-04
2.885000e-01,1.417668e-05
2.886000e-01,7.983840e-05
2.887000e-01,5.897715e-05
2.888000e-01,3.503793e-05
2.889000e-01,1.290530e-04
2.890000e-01,9.762540e-06
2.891000e-01,8.425255e-05
2.892000e-01,5.456301e-05
2.893000e-01,3.945207e-05
2.894000e-01,1.334672e-04
2.895000e-01,5.348397e-06
2.896000e-01,8.866669e-05
2.897000e-01,5.014887e-05
2.898000e-01,4.386622e-05
2.899000e-01,1.378813e-04
2.900000e-01,9.342539e-07
2.901000e-01,1.397498e-04
2.902000e-01,4.573473e-05
2.903000e-01,4.828036e-05
2.904000e-01,1.422954e-04
2.905000e-01,3.479889e-06
2.906000e-01,1.353357e-04
2.907000e-01,4.132058e-05
2.908000e-01,5.269450e-05
2.909000e-01,1.467096e-04
2.910000e-01,7.894032e-06
2.911000e-01,1.309215e-04
2.912000e-01,3.690644e-05
2.913000e-01,5.710865e-05
2.914000e-01,1.511237e-04
2.915000e-01,1.230817e-05
2.916000e-01,1.265074e-04
2.917000e-01,3.249230e-05
2.918000e-01,6.152279e-05
2.919000e-01,1.555379e-04
2.920000e-01,2.161083e-04
2.921000e-01,1.220932e-04
2.922000e-01,2.807815e-05
2.923000e-01,6.593693e-05
2.924000e-01,1.599520e-04
2.925000e-01,2.116942e-04
2.926000e-01,1.176791e-04
2.927000e-01,2.366401e-05
2.928000e-01,7.035107e-05
2.929000e-01,1.643662e-04
2.930000e-01,2.072800e-04
2.931000e-01,1.132650e-04
2.932000e-01,1.924987e-05
2.933000e-01,7.476522e-05
2.934000e-01,1.687803e-04
2.935000e-01,2.028659e-04
2.936000e-01,1.088508e-04
2.937000e-01,1.483573e-05
2.938000e-01,7.917936e-05
2.939000e-01,1.731944e-04
2.940000e-01,1.984518e-04
2.941000e-01,1.044367e-04
2.942000e-01,1.042158e-05
2.943000e-01,8.359350e-05
2.944000e-01,1.776086e-04
2.945000e-01,1.940376e-04
2.946000e-01,1.000225e-04
2.947000e-01,6.007440e-06
2.948000e-01,8.800765e-05
2.949000e-01,1.820227e-04
2.950000e-01,1.896235e-04
2.951000e-01,9.560838e-05
2.952000e-01,1.593297e-06
2.953000e-01,9.242179e-05
2.954000e-01,1.864369e-04
2.955000e-01,1.852093e-04
2.956000e-01,9.119424e-05
2.957000e-01,2.820845e-06
2.958000e-01,9.683593e-05
2.959000e-01,1.908510e-04
2.960000e-01,1.807952e-04
2.961000e-01,8.678010e-05
2.962000e-01,7.234988e-06
2.963000e-01,1.012501e-04
2.964000e-01,1.952652e-04
2.965000e-01,1.763810e-04
2.966000e-01,8.236596e-05
2.967000e-01,1.164913e-05
2.968000e-01,1.056642e-04
2.969000e-01,1.996793e-04
2.970000e-01,1.719669e-04
2.971000e-01,7.795181e-05
2.972000e-01,1.606327e-05
2.973000e-01,1.100784e-04
2.974000e-01,2.040934e-04
2.975000e-01,2.981085e-04
2.976000e-01,7.353767e-05
2.977000e-01,2.047742e-05
2.978000e-01,1.144925e-04
2.979000e-01,2.085076e-04
2.980000e-01,3.025227e-04
2.981000e-01,6.912353e-05
2.982000e-01,2.489156e-05
2.983000e-01,1.189066e-04
2.984000e-01,2.129217e-04
2.985000e-01,3.069368e-04
2.986000e-01,6.470938e-05
2.987000e-01,2.930570e-05
2.988000e-01,1.233208e-04
2.989000e-01,2.173359e-04
2.990000e-01,3.113510e-04
2.991000e-01,6.029524e-05
2.992000e-01,3.371984e-05
2.993000e-01,1.277349e-04
2.994000e-01,2.217500e-04
2.995000e-01,3.157651e-04
2.996000e-01,5.588110e-05
2.997000e-01,3.813399e-05
2.998000e-01,1.321491e-04
2.999000e-01,2.261642e-04
3.000000e-01,8.734860e-05
3.001000e-01,5.146696e-05
3.002000e-01,4.254813e-05
3.003000e-01,1.365632e-04
3.004000e-01,2.305783e-04
3.005000e-01,9.176274e-05
3.006000e-01,4.705281e-05
3.007000e-01,4.696227e-05
3.008000e-01,1.409774e-04
3.009000e-01,2.349924e-04
3.010000e-01,9.617689e-05
3.011000e-01,4.263867e-05
3.012000e-01,5.137642e-05
3.013000e-01,1.453915e-04
3.014000e-01,2.394066e-04
3.015000e-01,1.005910e-04
3.016000e-01,3.822453e-05
3.017000e-01,5.579056e-05
3.018000e-01,1.498056e-04
3.019000e-01,1.099009e-05
3.020000e-01,1.050052e-04
3.021000e-01,3.381038e-05
3.022000e-01,6.020470e-05
3.023000e-01,1.542198e-04
3.024000e-01,1.540423e-05
3.025000e-01,1.094193e-04
3.026000e-01,2.939624e-05
3.027000e-01,6.461884e-05
3.028000e-01,1.586339e-04
3.029000e-01,1.981837e-05
3.030000e-01,1.138335e-04
3.031000e-01,2.498210e-05
3.032000e-01,6.903299e-05
3.033000e-01,1.630481e-04
3.034000e-01,2.423252e-05
3.035000e-01,1.182476e-04
3.036000e-01,2.056796e-05
3.037000e-01,7.344713e-05
3.038000e-01,6.536843e-05
3.039000e-01,2.864666e-05
3.040000e-01,1.226617e-04
3.041000e-01,1.615381e-05
3.042000e-01,7.786127e-05
3.043000e-01,6.095428e-05
3.044000e-01,3.306080e-05
3.045000e-01,1.270759e-04
3.046000e-01,1.173967e-05
3.047000e-01,8.227542e-05
3.048000e-01,5.654014e-05
3.049000e-01,3.747494e-05
3.050000e-01,1.314900e-04
3.051000e-01,7.325527e-06
3.052000e-01,1.461411e-04
3.053000e-01,5.212600e-05
3.054000e-01,4.188909e-05
3.055000e-01,1.359042e-04
3.056000e-01,2.911385e-06
3.057000e-01,1.417269e-04
3.058000e-01,4.771186e-05
3.059000e-01,4.630323e-05
3.060000e-01,1.403183e-04
3.061000e-01,1.502758e-06
3.062000e-01,1.373128e-04
3.063000e-01,4.329771e-05
3.064000e-01,5.071737e-05
3.065000e-01,1.447325e-04
3.066000e-01,5.916901e-06
3.067000e-01,1.328987e-04
3.068000e-01,3.888357e-05
3.069000e-01,5.513152e-05
3.070000e-01,1.491466e-04
3.071000e-01,2.224996e-04
3.072000e-01,1.284845e-04
3.073000e-01,3.446943e-05
3.074000e-01,5.954566e-05
3.075000e-01,1.535607e-04
3.076000e-01,2.180855e-04
3.077000e-01,1.240704e-04
3.078000e-01,3.005529e-05
3.079000e-01,6.395980e-05
3.080000e-01,1.579749e-04
3.081000e-01,2.136713e-04
3.082000e-01,1.196562e-04
3.083000e-01,2.564114e-05
3.084000e-01,6.837394e-05
3.085000e-01,1.623890e-04
3.086000e-01,2.092572e-04
3.087000e-01,1.152421e-04
3.088000e-01,2.122700e-05
3.089000e-01,7.278809e-05
3.090000e-01,1.668032e-04
3.091000e-01,2.048430e-04
3.092000e-01,1.108279e-04
3.093000e-01,1.681286e-05
3.094000e-01,7.720223e-05
3.095000e-01,1.712173e-04
3.096000e-01,2.004289e-04
3.097000e-01,1.064138e-04
3.098000e-01,1.239871e-05
3.099000e-01,8.161637e-05
3.100000e-01,1.756315e-04
3.101000e-01,1.960147e-04
3.102000e-01,1.019997e-04
3.103000e-01,7.984571e-06
3.104000e-01,8.603052e-05
3.105000e-01,1.800456e-04
3.106000e-01,2.740607e-04
3.107000e-01,9.758551e-05
3.108000e-01,3.570428e-06
3.109000e-01,9.044466e-05
3.110000e-01,1.844597e-04
3.111000e-01,2.784748e-04
3.112000e-01,9.317137e-05
3.113000e-01,8.437146e-07
3.114000e-01,9.485880e-05
3.115000e-01,1.888739e-04
3.116000e-01,2.828890e-04
3.117000e-01,8.875723e-05
3.118000e-01,5.257857e-06
3.119000e-01,9.927294e-05
3.120000e-01,1.932880e-04
3.121000e-01,2.873031e-04
3.122000e-01,8.434309e-05
3.123000e-01,9.672000e-06
3.124000e-01,1.036871e-04
3.125000e-01,1.977022e-04
3.126000e-01,2.917173e-04
3.127000e-01,7.992894e-05
3.128000e-01,1.408614e-05
3.129000e-01,1.081012e-04
3.130000e-01,2.021163e-04
3.131000e-01,2.961314e-04
3.132000e-01,7.551480e-05
3.133000e-01,1.850029e-05
3.134000e-01,1.125154e-04
3.135000e-01,2.065305e-04
3.136000e-01,3.005455e-04
3.137000e-01,7.110066e-05
3.138000e-01,2.291443e-05
3.139000e-01,1.169295e-04
3.140000e-01,2.109446e-04
3.141000e-01,3.049597e-04
3.142000e-01,6.668651e-05
3.143000e-01,2.732857e-05
3.144000e-01,1.213437e-04
3.145000e-01,2.153587e-04
3.146000e-01,3.093738e-04
3.147000e-01,6.227237e-05
3.148000e-01,3.174271e-05
3.149000e-01,1.257578e-04
3.150000e-01,2.197729e-04
3.151000e-01,8.095733e-05
3.152000e-01,5.785823e-05
3.153000e-01,3.615686e-05
3.154000e-01,1.301719e-04
3.155000e-01,2.241870e-04
3.156000e-01,8.537147e-05
3.157000e-01,5.344409e-05
3.158000e-01,4.057100e-05
3.159000e-01,1.345861e-04
3.160000e-01,2.286012e-04
3.161000e-01,8.978561e-05
3.162000e-01,4.902994e-05
3.163000e-01,4.498514e-05
3.164000e-01,1.390002e-04
3.165000e-01,2.330153e-04
3.166000e-01,9.419976e-05
3.167000e-01,4.461580e-05
3.168000e-01,4.939929e-05
3.169000e-01,1.434144e-04
3.170000e-01,4.598814e-06
3.171000e-01,9.861390e-05
3.172000e-01,4.020166e-05
3.173000e-01,5.381343e-05
3.174000e-01,1.478285e-04
3.175000e-01,9.012957e-06
3.176000e-01,1.030280e-04
3.177000e-01,3.578751e-05
3.178000e-01,5.822757e-05
3.179000e-01,1.522427e-04
3.180000e-01,1.342710e-05
3.181000e-01,1.074422e-04
3.182000e-01,3.137337e-05
3.183000e-01,6.264171e-05
3.184000e-01,7.617384e-05
3.185000e-01,1.784124e-05
3.186000e-01,1.118563e-04
3.187000e-01,2.695923e-05
3.188000e-01,6.705586e-05
3.189000e-01,7.175970e-05
3.190000e-01,2.225539e-05
3.191000e-01,1.162705e-04
3.192000e-01,2.254509e-05
3.193000e-01,7.147000e-05
3.194000e-01,6.734556e-05
3.195000e-01,2.666953e-05
3.196000e-01,1.206846e-04
3.197000e-01,1.813094e-05
3.198000e-01,7.588414e-05
3.199000e-01,6.293142e-05
3.200000e-01,3.108367e-05
3.201000e-01,1.250988e-04
3.202000e-01,1.371680e-05
3.203000e-01,1.525324e-04
3.204000e-01,5.851727e-05
3.205000e-01,3.549781e-05
3.206000e-01,1.295129e-04
3.207000e-01,9.302658e-06
3.208000e-01,1.481182e-04
3.209000e-01,5.410313e-05
3.210000e-01,3.991196e-05
3.211000e-01,1.339270e-04
3.212000e-01,4.888515e-06
3.213000e-01,1.437041e-04
3.214000e-01,4.968899e-05
3.215000e-01,4.432610e-05
3.216000e-01,1.383412e-04
3.217000e-01,2.333050e-04
3.218000e-01,1.392899e-04
3.219000e-01,4.527484e-05
3.220000e-01,4.874024e-05
3.221000e-01,1.427553e-04
3.222000e-01,2.288909e-04
3.223000e-01,1.348758e-04
3.224000e-01,4.086070e-05
3.225000e-01,5.315438e-05
3.226000e-01,1.471695e-04
3.227000e-01,2.244767e-04
3.228000e-01,1.304616e-04
3.229000e-01,3.644656e-05
3.230000e-01,5.756853e-05
3.231000e-01,1.515836e-04
3.232000e-01,2.200626e-04
3.233000e-01,1.260475e-04
3.234000e-01,3.203242e-05
3.235000e-01,6.198267e-05
3.236000e-01,1.559978e-04
3.237000e-01,2.156484e-04
3.238000e-01,1.216334e-04
3.239000e-01,2.761827e-05
3.240000e-01,6.639681e-05
3.241000e-01,1.604119e-04
3.242000e-01,2.544270e-04
3.243000e-01,1.172192e-04
3.244000e-01,2.320413e-05
3.245000e-01,7.081096e-05
3.246000e-01,1.648260e-04
3.247000e-01,2.588411e-04
3.248000e-01,1.128051e-04
3.249000e-01,1.878999e-05
3.250000e-01,7.522510e-05
3.251000e-01,1.692402e-04
3.252000e-01,2.632553e-04
3.253000e-01,1.083909e-04
3.254000e-01,1.437584e-05
3.255000e-01,7.963924e-05
3.256000e-01,1.736543e-04
3.257000e-01,2.676694e-04
3.258000e-01,1.039768e-04
3.259000e-01,9.961702e-06
3.260000e-01,8.405338e-05
3.261000e-01,1.780685e-04
3.262000e-01,2.720836e-04
3.263000e-01,9.956264e-05
3.264000e-01,5.547559e-06
3.265000e-01,8.846753e-05
3.266000e-01,1.824826e-04
3.267000e-01,2.764977e-04
3.268000e-01,9.514850e-05
3.269000e-01,1.133416e-06
3.270000e-01,9.288167e-05
3.271000e-01,1.868968e-04
3.272000e-01,2.809118e-04
3.273000e-01,9.073436e-05
3.274000e-01,3.280727e-06
3.275000e-01,9.729581e-05
3.276000e-01,1.913109e-04
3.277000e-01,2.853260e-04
3.278000e-01,8.632022e-05
3.279000e-01,7.694869e-06
3.280000e-01,1.017100e-04
3.281000e-01,1.957250e-04
3.282000e-01,2.897401e-04
3.283000e-01,8.190607e-05
3.284000e-01,1.210901e-05
3.285000e-01,1.061241e-04
3.286000e-01,2.001392e-04
3.287000e-01,2.941543e-04
3.288000e-01,7.749193e-05
3.289000e-01,1.652316e-05
3.290000e-01,1.105382e-04
3.291000e-01,2.045533e-04
3.292000e-01,2.985684e-04
3.293000e-01,7.307779e-05
3.294000e-01,2.093730e-05
3.295000e-01,1.149524e-04
3.296000e-01,2.089675e-04
3.297000e-01,3.029826e-04
3.298000e-01,6.866365e-05
3.299000e-01,2.535144e-05
3.300000e-01,1.193665e-04
3.301000e-01,2.133816e-04
3.302000e-01,7.456606e-05
3.303000e-01,6.424950e-05
3.304000e-01,2.976558e-05
3.305000e-01,1.237807e-04
3.306000e-01,2.177958e-04
3.307000e-01,7.898020e-05
3.308000e-01,5.983536e-05
3.309000e-01,3.417973e-05
3.310000e-01,1.281948e-04
3.311000e-01,2.222099e-04
3.312000e-01,8.339434e-05
3.313000e-01,5.542122e-05
3.314000e-01,3.859387e-05
3.315000e-01,1.326090e-04
3.316000e-01,2.266240e-04
3.317000e-01,8.780848e-05
3.318000e-01,5.100707e-05
3.319000e-01,4.300801e-05
3.320000e-01,1.370231e-04
3.321000e-01,1.792460e-06
3.322000e-01,9.222263e-05
3.323000e-01,4.659293e-05
3.324000e-01,4.742215e-05
3.325000e-01,1.414372e-04
3.326000e-01,2.621683e-06
3.327000e-01,9.663677e-05
3.328000e-01,4.217879e-05
3.329000e-01,5.183630e-05
3.330000e-01,1.458514e-04
3.331000e-01,7.035826e-06
3.332000e-01,1.010509e-04
3.333000e-01,3.776465e-05
3.334000e-01,5.625044e-05
3.335000e-01,8.256512e-05
3.336000e-01,1.144997e-05
3.337000e-01,1.054651e-04
3.338000e-01,3.335050e-05
3.339000e-01,6.066458e-05
3.340000e-01,1.546797e-04
3.341000e-01,2.486948e-04
3.342000e-01,3.427098e-04
3.343000e-01,2.893636e-05
3.344000e-01,6.507873e-05
3.345000e-01,1.590938e-04
3.346000e-01,2.531089e-04
3.347000e-01,3.471240e-04
3.348000e-01,2.452222e-05
3.349000e-01,6.949287e-05
3.350000e-01,1.635080e-04
3.351000e-01,2.575230e-04
3.352000e-01,3.515381e-04
3.353000e-01,2.010807e-05
3.354000e-01,7.390701e-05
3.355000e-01,1.679221e-04
3.356000e-01,2.619372e-04
3.357000e-01,3.559523e-04
3.358000e-01,1.569393e-05
3.359000e-01,7.832115e-05
3.360000e-01,1.723362e-04
3.361000e-01,2.663513e-04
3.362000e-01,3.603664e-04
3.363000e-01,1.127979e-05
3.364000e-01,8.273530e-05
3.365000e-01,1.767504e-04
3.366000e-01,2.707655e-04
3.367000e-01,3.647806e-04
3.368000e-01,6.865646e-06
3.369000e-01,8.714944e-05
3.370000e-01,1.811645e-04
3.371000e-01,2.751796e-04
3.372000e-01,3.691947e-04
3.373000e-01,2.451503e-06
3.374000e-01,9.156358e-05
3.375000e-01,1.855787e-04
3.376000e-01,2.795938e-04
3.377000e-01,3.736088e-04
3.378000e-01,1.962640e-06
3.379000e-01,9.597773e-05
3.380000e-01,1.899928e-04
3.381000e-01,2.840079e-04
3.382000e-01,3.780230e-04
3.383000e-01,6.376782e-06
3.384000e-01,1.003919e-04
3.385000e-01,1.944070e-04
3.386000e-01,2.884220e-04
3.387000e-01,8.322416e-05
3.388000e-01,1.079093e-05
3.389000e-01,1.048060e-04
3.390000e-01,1.988211e-04
3.391000e-01,2.928362e-04
3.392000e-01,7.881002e-05
3.393000e-01,1.520507e-05
3.394000e-01,1.092202e-04
3.395000e-01,2.032352e-04
3.396000e-01,2.972503e-04
3.397000e-01,7.439588e-05
3.398000e-01,1.961921e-05
3.399000e-01,1.136343e-04
3.400000e-01,2.076494e-04
3.401000e-01,1.639968e-04
3.402000e-01,6.998173e-05
3.403000e-01,2.403335e-05
3.404000e-01,1.180484e-04
3.405000e-01,2.120635e-04
3.406000e-01,1.595827e-04
3.407000e-01,6.556759e-05
3.408000e-01,2.844750e-05
3.409000e-01,1.224626e-04
3.410000e-01,2.164777e-04
3.411000e-01,1.551685e-04
3.412000e-01,6.115345e-05
3.413000e-01,3.286164e-05
3.414000e-01,1.268767e-04
3.415000e-01,2.208918e-04
3.416000e-01,1.507544e-04
3.417000e-01,5.673930e-05
3.418000e-01,3.727578e-05
3.419000e-01,1.312909e-04
3.420000e-01,2.403553e-04
3.421000e-01,1.463402e-04
3.422000e-01,5.232516e-05
3.423000e-01,4.168992e-05
3.424000e-01,1.357050e-04
3.425000e-01,2.359412e-04
3.426000e-01,1.419261e-04
3.427000e-01,4.791102e-05
3.428000e-01,4.610407e-05
3.429000e-01,1.401192e-04
3.430000e-01,2.315270e-04
3.431000e-01,1.375120e-04
3.432000e-01,4.349688e-05
3.433000e-01,5.051821e-05
3.434000e-01,3.211280e-04
3.435000e-01,2.271129e-04
3.436000e-01,1.330978e-04
3.437000e-01,3.908273e-05
3.438000e-01,5.493235e-05
3.439000e-01,3.167138e-04
3.440000e-01,2.226988e-04
3.441000e-01,1.286837e-04
3.442000e-01,3.466859e-05
3.443000e-01,5.934650e-05
3.444000e-01,3.122997e-04
3.445000e-01,2.182846e-04
3.446000e-01,1.242695e-04
3.447000e-01,3.025445e-05
3.448000e-01,6.376064e-05
3.449000e-01,3.078856e-04
3.450000e-01,2.138705e-04
3.451000e-01,1.198554e-04
3.452000e-01,2.584030e-05
3.453000e-01,6.817478e-05
3.454000e-01,3.034714e-04
3.455000e-01,2.094563e-04
3.456000e-01,1.154412e-04
3.457000e-01,2.142616e-05
3.458000e-01,7.258892e-05
3.459000e-01,2.990573e-04
3.460000e-01,2.050422e-04
3.461000e-01,1.110271e-04
3.462000e-01,1.701202e-05
3.463000e-01,7.700307e-05
3.464000e-01,2.946431e-04
3.465000e-01,2.006280e-04
3.466000e-01,1.066130e-04
3.467000e-01,1.259788e-05
3.468000e-01,8.141721e-05
3.469000e-01,2.902290e-04
3.470000e-01,1.962139e-04
3.471000e-01,1.021988e-04
3.472000e-01,8.183733e-06
3.473000e-01,8.583135e-05
3.474000e-01,2.858148e-04
3.475000e-01,1.917998e-04
3.476000e-01,9.778468e-05
3.477000e-01,3.769590e-06
3.478000e-01,9.024550e-05
3.479000e-01,2.814007e-04
3.480000e-01,1.873856e-04
3.481000e-01,9.337053e-05
3.482000e-01,6.445524e-07
3.483000e-01,9.465964e-05
3.484000e-01,2.769866e-04
3.485000e-01,1.829715e-04
3.486000e-01,8.895639e-05
3.487000e-01,5.058695e-06
3.488000e-01,9.907378e-05
3.489000e-01,2.725724e-04
3.490000e-01,1.785573e-04
3.491000e-01,8.454225e-05
3.492000e-01,9.472838e-06
3.493000e-01,1.034879e-04
3.494000e-01,2.681583e-04
3.495000e-01,1.741432e-04
3.496000e-01,8.012811e-05
3.497000e-01,1.388698e-05
3.498000e-01,1.079021e-04
3.499000e-01,2.637441e-04
3.500000e-01,1.697290e-04
3.501000e-01,7.571396e-05
3.502000e-01,1.830112e-05
3.503000e-01,1.123162e-04
3.504000e-01,2.063313e-04
3.505000e-01,1.653149e-04
3.506000e-01,7.129982e-05
3.507000e-01,2.271527e-05
3.508000e-01,1.167304e-04
3.509000e-01,2.107454e-04
3.510000e-01,1.609008e-04
3.511000e-01,6.688568e-05
3.512000e-01,2.712941e-05
3.513000e-01,1.211445e-04
3.514000e-01,2.151596e-04
3.515000e-01,1.564866e-04
3.516000e-01,6.247153e-05
3.517000e-01,3.154355e-05
3.518000e-01,1.255586e-04
3.519000e-01,2.195737e-04
3.520000e-01,1.520725e-04
3.521000e-01,5.805739e-05
3.522000e-01,3.595769e-05
3.523000e-01,1.299728e-04
