1.270605e+01,1.270652e+01,1.270747e+01,1.270841e+01,1.270936e+01,1.271030e+01,1.271125e+01,1.271220e+01,1.271314e+01,1.271408e+01,1.271503e+01,1.271597e+01,1.271692e+01,1.271786e+01,1.271880e+01,1.271974e+01,1.272069e+01,1.272163e+01,1.272257e+01,1.272351e+01,1.272445e+01,1.272539e+01,1.272633e+01,1.272727e+01,1.272821e+01,1.272915e+01,1.273009e+01,1.273103e+01,1.273197e+01,1.273291e+01,1.273384e+01,1.273478e+01,1.273572e+01,1.273666e+01,1.273759e+01,1.273853e+01,1.273947e+01,1.274040e+01,1.274134e+01,1.274227e+01,1.274321e+01,1.274414e+01,1.274508e+01,1.274601e+01,1.274694e+01,1.274788e+01,1.274881e+01,1.274974e+01,1.275067e+01,1.275114e+01
1.270187e+01,1.270234e+01,1.270329e+01,1.270424e+01,1.270518e+01,1.270613e+01,1.270708e+01,1.270802e+01,1.270897e+01,1.270991e+01,1.271086e+01,1.271180e+01,1.271275e+01,1.271369e+01,1.271463e+01,1.271558e+01,1.271652e+01,1.271746e+01,1.271841e+01,1.271935e+01,1.272029e+01,1.272123e+01,1.272217e+01,1.272311e+01,1.272405e+01,1.272499e+01,1.272593e+01,1.272687e+01,1.272781e+01,1.272875e+01,1.272969e+01,1.273063e+01,1.273157e+01,1.273250e+01,1.273344e+01,1.273438e+01,1.273531e+01,1.273625e+01,1.273719e+01,1.273812e+01,1.273906e+01,1.273999e+01,1.274093e+01,1.274186e+01,1.274280e+01,1.274373e+01,1.274467e+01,1.274560e+01,1.274653e+01,1.274700e+01
1.269769e+01,1.269816e+01,1.269911e+01,1.270006e+01,1.270101e+01,1.270195e+01,1.270290e+01,1.270385e+01,1.270479e+01,1.270574e+01,1.270669e+01,1.270763e+01,1.270858e+01,1.270952e+01,1.271046e+01,1.271141e+01,1.271235e+01,1.271330e+01,1.271424e+01,1.271518e+01,1.271612e+01,1.271707e+01,1.271801e+01,1.271895e+01,1.271989e+01,1.272083e+01,1.272177e+01,1.272271e+01,1.272365e+01,1.272459e+01,1.272553e+01,1.272647e+01,1.272741e+01,1.272835e+01,1.272929e+01,1.273022e+01,1.273116e+01,1.273210e+01,1.273304e+01,1.273397e+01,1.273491e+01,1.273585e+01,1.273678e+01,1.273772e+01,1.273865e+01,1.273959e+01,1.274052e+01,1.274146e+01,1.274239e+01,1.274286e+01
1.269351e+01,1.269398e+01,1.269493e+01,1.269588e+01,1.269683e+01,1.269778e+01,1.269872e+01,1.269967e+01,1.270062e+01,1.270156e+01,1.270251e+01,1.270346e+01,1.270440e+01,1.270535e+01,1.270629e+01,1.270724e+01,1.270818e+01,1.270913e+01,1.271007e+01,1.271101e+01,1.271196e+01,1.271290e+01,1.271384e+01,1.271479e+01,1.271573e+01,1.271667e+01,1.271761e+01,1.271855e+01,1.271949e+01,1.272043e+01,1.272137e+01,1.272231e+01,1.272325e+01,1.272419e+01,1.272513e+01,1.272607e+01,1.272701e+01,1.272795e+01,1.272888e+01,1.272982e+01,1.273076e+01,1.273170e+01,1.273263e+01,1.273357e+01,1.273450e+01,1.273544e+01,1.273637e+01,1.273731e+01,1.273824e+01,1.273871e+01
1.268932e+01,1.268980e+01,1.269075e+01,1.269170e+01,1.269265e+01,1.269360e+01,1.269454e+01,1.269549e+01,1.269644e+01,1.269739e+01,1.269833e+01,1.269928e+01,1.270023e+01,1.270117e+01,1.270212e+01,1.270306e+01,1.270401e+01,1.270496e+01,1.270590e+01,1.270684e+01,1.270779e+01,1.270873e+01,1.270968e+01,1.271062e+01,1.271156e+01,1.271250e+01,1.271345e+01,1.271439e+01,1.271533e+01,1.271627e+01,1.271721e+01,1.271815e+01,1.271909e+01,1.272003e+01,1.272097e+01,1.272191e+01,1.272285e+01,1.272379e+01,1.272473e+01,1.272567e+01,1.272661e+01,1.272754e+01,1.272848e+01,1.272942e+01,1.273035e+01,1.273129e+01,1.273223e+01,1.273316e+01,1.273410e+01,1.273457e+01
1.268514e+01,1.268561e+01,1.268656e+01,1.268751e+01,1.268846e+01,1.268941e+01,1.269036e+01,1.269131e+01,1.269226e+01,1.269321e+01,1.269416e+01,1.269510e+01,1.269605e+01,1.269700e+01,1.269794e+01,1.269889e+01,1.269984e+01,1.270078e+01,1.270173e+01,1.270267e+01,1.270362e+01,1.270456e+01,1.270551e+01,1.270645e+01,1.270739e+01,1.270834e+01,1.270928e+01,1.271022e+01,1.271117e+01,1.271211e+01,1.271305e+01,1.271399e+01,1.271493e+01,1.271587e+01,1.271681e+01,1.271775e+01,1.271869e+01,1.271963e+01,1.272057e+01,1.272151e+01,1.272245e+01,1.272339e+01,1.272433e+01,1.272526e+01,1.272620e+01,1.272714e+01,1.272808e+01,1.272901e+01,1.272995e+01,1.273042e+01
1.268095e+01,1.268143e+01,1.268238e+01,1.268333e+01,1.268428e+01,1.268523e+01,1.268618e+01,1.268713e+01,1.268808e+01,1.268903e+01,1.268997e+01,1.269092e+01,1.269187e+01,1.269282e+01,1.269377e+01,1.269471e+01,1.269566e+01,1.269661e+01,1.269755e+01,1.269850e+01,1.269944e+01,1.270039e+01,1.270133e+01,1.270228e+01,1.270322e+01,1.270417e+01,1.270511e+01,1.270606e+01,1.270700e+01,1.270794e+01,1.270888e+01,1.270983e+01,1.271077e+01,1.271171e+01,1.271265e+01,1.271359e+01,1.271453e+01,1.271547e+01,1.271641e+01,1.271735e+01,1.271829e+01,1.271923e+01,1.272017e+01,1.272111e+01,1.272205e+01,1.272299e+01,1.272392e+01,1.272486e+01,1.272580e+01,1.272627e+01
1.267676e+01,1.267724e+01,1.267819e+01,1.267914e+01,1.268009e+01,1.268104e+01,1.268199e+01,1.268294e+01,1.268389e+01,1.268484e+01,1.268579e+01,1.268674e+01,1.268769e+01,1.268864e+01,1.268959e+01,1.269053e+01,1.269148e+01,1.269243e+01,1.269338e+01,1.269432e+01,1.269527e+01,1.269622e+01,1.269716e+01,1.269811e+01,1.269905e+01,1.270000e+01,1.270094e+01,1.270189e+01,1.270283e+01,1.270377e+01,1.270472e+01,1.270566e+01,1.270660e+01,1.270754e+01,1.270849e+01,1.270943e+01,1.271037e+01,1.271131e+01,1.271225e+01,1.271319e+01,1.271413e+01,1.271507e+01,1.271601e+01,1.271695e+01,1.271789e+01,1.271883e+01,1.271977e+01,1.272071e+01,1.272164e+01,1.272211e+01
1.267257e+01,1.267304e+01,1.267400e+01,1.267495e+01,1.267590e+01,1.267685e+01,1.267780e+01,1.267876e+01,1.267971e+01,1.268066e+01,1.268161e+01,1.268256e+01,1.268351e+01,1.268446e+01,1.268541e+01,1.268635e+01,1.268730e+01,1.268825e+01,1.268920e+01,1.269015e+01,1.269109e+01,1.269204e+01,1.269299e+01,1.269393e+01,1.269488e+01,1.269582e+01,1.269677e+01,1.269771e+01,1.269866e+01,1.269960e+01,1.270055e+01,1.270149e+01,1.270243e+01,1.270338e+01,1.270432e+01,1.270526e+01,1.270621e+01,1.270715e+01,1.270809e+01,1.270903e+01,1.270997e+01,1.271091e+01,1.271185e+01,1.271279e+01,1.271373e+01,1.271467e+01,1.271561e+01,1.271655e+01,1.271749e+01,1.271796e+01
1.266837e+01,1.266885e+01,1.266980e+01,1.267076e+01,1.267171e+01,1.267266e+01,1.267361e+01,1.267457e+01,1.267552e+01,1.267647e+01,1.267742e+01,1.267837e+01,1.267932e+01,1.268027e+01,1.268122e+01,1.268217e+01,1.268312e+01,1.268407e+01,1.268502e+01,1.268597e+01,1.268691e+01,1.268786e+01,1.268881e+01,1.268976e+01,1.269070e+01,1.269165e+01,1.269260e+01,1.269354e+01,1.269449e+01,1.269543e+01,1.269638e+01,1.269732e+01,1.269827e+01,1.269921e+01,1.270015e+01,1.270110e+01,1.270204e+01,1.270298e+01,1.270392e+01,1.270487e+01,1.270581e+01,1.270675e+01,1.270769e+01,1.270863e+01,1.270957e+01,1.271051e+01,1.271145e+01,1.271239e+01,1.271333e+01,1.271380e+01
1.266418e+01,1.266465e+01,1.266561e+01,1.266656e+01,1.266752e+01,1.266847e+01,1.266942e+01,1.267038e+01,1.267133e+01,1.267228e+01,1.267323e+01,1.267418e+01,1.267513e+01,1.267609e+01,1.267704e+01,1.267799e+01,1.267894e+01,1.267989e+01,1.268084e+01,1.268178e+01,1.268273e+01,1.268368e+01,1.268463e+01,1.268558e+01,1.268652e+01,1.268747e+01,1.268842e+01,1.268937e+01,1.269031e+01,1.269126e+01,1.269220e+01,1.269315e+01,1.269409e+01,1.269504e+01,1.269598e+01,1.269693e+01,1.269787e+01,1.269881e+01,1.269976e+01,1.270070e+01,1.270164e+01,1.270258e+01,1.270353e+01,1.270447e+01,1.270541e+01,1.270635e+01,1.270729e+01,1.270823e+01,1.270917e+01,1.270964e+01
1.265998e+01,1.266046e+01,1.266141e+01,1.266237e+01,1.266332e+01,1.266428e+01,1.266523e+01,1.266618e+01,1.266714e+01,1.266809e+01,1.266904e+01,1.266999e+01,1.267095e+01,1.267190e+01,1.267285e+01,1.267380e+01,1.267475e+01,1.267570e+01,1.267665e+01,1.267760e+01,1.267855e+01,1.267950e+01,1.268045e+01,1.268140e+01,1.268234e+01,1.268329e+01,1.268424e+01,1.268519e+01,1.268613e+01,1.268708e+01,1.268803e+01,1.268897e+01,1.268992e+01,1.269087e+01,1.269181e+01,1.269276e+01,1.269370e+01,1.269464e+01,1.269559e+01,1.269653e+01,1.269748e+01,1.269842e+01,1.269936e+01,1.270030e+01,1.270125e+01,1.270219e+01,1.270313e+01,1.270407e+01,1.270501e+01,1.270548e+01
